% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
1.54319,1.5249,1422,,1327.0,1737,,330,4816,1048,315823
1.50195,1.41134,1356,,1169.0,1603,,317,4445,1000,314948
1.22918,1.25068,1096,,954.0,1469,,306,3825,978,305833
1.21854,1.20702,1117,,894.0,1411,,224,3646,971,302065
1.15832,1.07895,903,,762.0,1136,,189,2990,923,277120
1.249,1.14521,979,,710.0,1115,,208,3012,878,263009
1.16888,1.06124,805,,600.0,926,,200,2531,825,238494
1.07888,1.0568,687,,518.0,695,,156,2056,687,194550
1.23059,1.25193,693,,568.0,678,,160,2099,637,167661
1.14747,1.01419,548,,462.0,594,,140,1744,603,171960
1.00254,1.04197,573,,409.0,507,,125,1614,582,154899
0.957569,0.954027,580,,431.0,507,,110,1628,587,170645
0.894837,0.84823,497,,326.0,452,,84,1359,550,160216
0.798205,0.841872,426,,313.0,390,,69,1198,533,142302
0.757812,0.730894,389,,323.0,361,,75,1148,524,157068
0.825963,0.713432,333,,303.0,364,,68,1068,507,149699
0.744927,0.670677,328,,279.0,327,,56,990,492,147612
0.787049,0.689278,331,,267.0,326,,58,982,488,142468
0.684724,0.704929,319,,297.0,350,,57,1023,479,145121
0.747361,0.615903,330,,225.0,326,,47,928,480,150673
0.673974,0.609426,292,,265.0,311,,54,922,428,151290
0.869662,0.680259,342,,273.0,367,,51,1033,420,151854
0.899529,0.775488,338,,264.0,396,,63,1061,416,136817
0.854635,0.683421,302,,289.0,383,,52,1026,408,150127
1.01123,0.781075,368,,285.0,516,,50,1219,419,156067
0.977808,0.806943,381,,276.0,484,,63,1204,447,149205
1.17778,1.07635,1172,,924.0,1256,,234,3586,1113,333164
1.21947,1.05869,1285,,853.0,1247,,197,3582,1160,338343
1.3069,1.11523,1393,,992.0,1525,,212,4122,1216,369609
1.33931,1.12381,1439,,997.0,1599,,213,4248,1237,377999
1.58374,1.25489,1639,,1190.0,1894,,282,5005,1280,398840
1.47072,1.33661,1563,,1251.0,1929,,295,5038,1272,376924
1.6112,1.37864,1679,,1331.0,1951,,315,5276,1277,382697
1.82699,1.60829,1666,,1249.0,1593,,294,4802,1301,298578
1.77482,1.48311,1858,,1583.0,2176,,349,5966,1325,402264
1.94451,1.65374,1987,,1534.0,2463,,387,6371,1328,385248
2.35512,2.00679,2241,,1997.0,3063,,396,7697,1318,383548
3.10878,2.56857,2696,,2293.0,3058,,530,8577,1287,333921
3.28238,3.05278,2678,,2882.0,2561,,721,8842,1273,289638
2.62914,2.42504,2422,,2817.0,2366,,734,8339,1319,343871
2.2515,2.00195,2272,,2155.0,2921,,534,7882,1339,393716
2.35858,2.05869,2249,,1999.0,3150,,460,7858,1297,381699
2.41881,2.21277,2643,,2281.0,3646,,544,9114,1331,411882
2.52752,2.3222,2612,,2288.0,4153,,498,9551,1320,411291
2.64954,2.49279,2754,,2543.0,4593,,537,10427,1311,418286
3.12935,2.79489,2624,,2992.0,4979,,631,11226,1288,401661
3.12442,2.96911,2753,,3073.0,5284,,791,11901,1288,400827
3.13099,2.83959,2579,,2989.0,5008,,767,11343,1275,399459
3.08261,2.77799,2564,,2913.0,5106,,678,11261,1257,405365
2.64431,2.47287,2330,,2231.0,4154,,607,9322,1241,376971
2.42295,2.18061,1895,,1919.0,3709,,541,8064,1217,369804
2.31141,2.0168,1697,,1745.0,3393,,478,7313,1165,362605
1.86383,1.64101,1437,,1299.0,2660,,342,5738,1133,349662
1.44943,1.35829,1181,,1067.0,2014,,285,4547,1087,334760
1.30227,1.1428,959,,873.0,1479,,239,3550,1045,310641
1.13459,1.04031,836,,779.0,1382,,180,3177,1017,305389
1.06255,0.964347,745,,637.0,1208,,190,2780,958,288278
1.03428,0.937982,745,,621.0,1039,,187,2592,919,276338
1.01791,0.947449,715,,582.0,969,,162,2428,877,256267
0.918151,0.891918,699,,452.0,764,,146,2061,783,231075
0.93099,0.864643,572,,404.0,561,,108,1645,649,190252
0.857294,0.97032,754,,564.0,626,,131,2075,635,213847
0.786294,0.84439,514,,388.0,447,,81,1430,615,169353
0.719426,0.77487,463,,328.0,409,,100,1300,610,167770
0.718868,0.821372,466,,323.0,390,,92,1271,572,154741
0.774807,0.872745,437,,305.0,402,,71,1215,565,139216
0.76598,0.922635,549,,449.0,511,,108,1617,577,175259
0.642809,0.899487,541,,460.0,440,,112,1553,564,172654
0.622033,0.843082,502,,422.0,403,,128,1455,564,172581
0.616326,0.881824,508,,402.0,430,,88,1428,551,161937
0.685694,0.817145,473,,383.0,435,,82,1373,547,168024
0.622697,0.8715,510,,390.0,466,,91,1457,536,167183
0.611817,0.738621,404,,279.0,379,,76,1138,503,154071
0.638831,0.797966,398,,292.0,457,,77,1224,488,153390
0.806627,1.01394,492,,396.0,506,,69,1463,491,144289
0.762448,0.880936,446,,361.0,521,,78,1406,487,159603
0.813406,0.943366,511,,362.0,534,,80,1487,455,157627
0.807934,0.891546,476,,364.0,512,,81,1433,469,160732
1.15384,1.20322,1434,,1116.0,1699,,264,4513,1323,375076
1.14819,1.05788,1278,,992.0,1602,,200,4072,1361,384920
1.22736,1.13054,1543,,1099.0,1830,,265,4737,1425,419005
1.21744,1.12552,1582,,1086.0,1996,,224,4888,1445,434287
1.32813,1.20808,1672,,1157.0,2270,,281,5380,1473,445334
1.47754,1.34952,2112,,1320.0,2393,,314,6139,1497,454901
1.5339,1.4689,2355,,1342.0,2681,,290,6668,1474,453945
1.91269,1.82767,2188,,1409.0,2202,,357,6156,1488,336822
1.838,1.6656,2573,,1774.0,2792,,391,7530,1486,452089
1.95376,1.85968,2643,,1804.0,3244,,431,8122,1493,436741
2.40407,2.38891,3270,,2177.0,4470,,479,10396,1492,435177
2.87453,2.78978,3387,,2237.0,4065,,503,10192,1435,365334
3.02597,3.11549,3243,,2216.0,2868,,586,8913,1359,286087
2.37817,2.26942,2927,,2394.0,2481,,584,8386,1490,369521
2.09232,1.86355,2507,,2018.0,2756,,480,7761,1467,416464
2.29396,1.99986,2548,,1701.0,3248,,412,7909,1470,395477
2.74501,2.4406,3410,,2257.0,4684,,537,10888,1495,446119
3.04434,2.83018,3456,,2559.0,5648,,457,12120,1472,428241
3.49999,3.12343,3840,,2910.0,6995,,452,14197,1484,454533
3.57851,3.27019,3879,,2955.0,6668,,529,14031,1461,429057
3.28979,3.17757,3728,,3175.0,6537,,608,14048,1460,442099
2.89149,2.72364,3016,,2778.0,5429,,578,11801,1428,433281
2.62075,2.50201,2798,,2533.0,4937,,447,10715,1408,428255
2.53387,2.4272,2668,,2426.0,4031,,472,9597,1361,395394
2.07251,1.96041,2049,,1857.0,3307,,349,7562,1333,385735
1.87084,1.5914,1664,,1625.0,2508,,351,6148,1303,386327
1.40042,1.36978,1445,,1379.0,1803,,331,4958,1284,361955
1.46887,1.36317,1429,,1274.0,1821,,345,4869,1240,357183
1.15514,1.1737,1257,,1112.0,1523,,287,4179,1206,356055
1.07901,1.06358,1152,,937.0,1386,,220,3695,1152,347413
0.98492,0.969711,969,,755.0,1143,,210,3077,1119,317311
1.03325,0.965362,917,,713.0,1055,,175,2860,1057,296262
0.926649,0.856749,815,,590.0,861,,176,2442,1025,285031
0.9201,0.863346,761,,561.0,785,,136,2243,925,259803
0.954094,0.93537,722,,554.0,652,,130,2058,831,220020
0.763278,0.745569,628,,422.0,510,,119,1679,796,225197
0.81722,0.740428,598,,413.0,469,,134,1614,771,217982
0.764586,0.672897,521,,394.0,441,,100,1456,749,216378
0.793127,0.666282,514,,431.0,408,,102,1455,742,218376
0.66909,0.662747,394,,313.0,360,,102,1169,711,176387
0.62115,0.545619,366,,296.0,372,,52,1086,697,199040
0.603659,0.586231,446,,335.0,345,,85,1211,698,206574
0.649058,0.660687,477,,391.0,392,,96,1356,691,205241
0.568338,0.534093,321,,344.0,311,,61,1037,677,194161
0.651546,0.585549,389,,320.0,385,,78,1172,667,200154
0.652176,0.618075,439,,338.0,411,,95,1283,666,207580
0.803849,0.687465,495,,408.0,457,,88,1448,671,210629
0.787458,0.715696,502,,416.0,500,,108,1526,652,213219
0.943263,0.829313,519,,417.0,545,,73,1554,641,187384
0.946932,0.800912,496,,417.0,682,,99,1694,638,211509
0.987146,0.918484,609,,502.0,681,,121,1913,632,208278
1.05206,0.814259,729,,583.0,788,,128,2228,703,273623
0.995184,1.07197,2187,,1167.0,1997,,290,5641,1373,526227
1.22003,1.21786,2387,,1321.0,2433,,303,6444,1429,529126
1.28548,1.24576,2583,,1455.0,2551,,352,6941,1449,557172
1.3775,1.35984,2871,,1400.0,2788,,375,7434,1477,546680
1.46725,1.44671,3074,,1475.0,2998,,368,7915,1485,547104
1.55841,1.53286,3398,,1609.0,3303,,377,8687,1539,566717
1.61958,1.66653,3563,,1780.0,3290,,471,9104,1516,546284
1.8112,1.97488,3651,,1812.0,2631,,476,8570,1523,433951
1.61865,1.67305,3679,,1921.0,3158,,413,9171,1513,548159
1.62124,1.63405,3365,,1772.0,2907,,392,8436,1487,516263
1.67351,1.74595,3298,,1697.0,2694,,402,8091,1453,463416
1.95096,1.93643,3580,,1987.0,2724,,459,8750,1420,451862
2.50019,2.48905,3848,,2184.0,2348,,522,8902,1426,357646
2.43939,2.25405,3737,,2731.0,2568,,670,9706,1486,430603
2.29319,2.09147,3393,,3262.0,3644,,816,11115,1509,531444
2.62907,2.35934,3664,,3038.0,4900,,595,12197,1511,516966
3.92966,3.32331,4289,,4499.0,7661,,722,17171,1508,516683
4.99202,4.43381,5222,,6595.0,11974,,1021,24812,1514,559609
5.7776,5.34547,6059,,9212.0,15323,,1302,31896,1526,596692
5.98318,5.42258,6244,,9487.0,14336,,1558,31625,1518,583210
5.61677,5.30303,5922,,9812.0,12783,,1728,30245,1497,570334
4.53234,4.24456,4978,,8583.0,9958,,1508,25027,1453,589626
3.83249,3.628,4420,,6781.0,7849,,1204,20254,1445,558269
3.21522,3.03463,3878,,5676.0,6112,,1048,16714,1412,550776
2.69245,2.53595,3153,,4520.0,4493,,874,13040,1395,514205
2.03366,2.0573,2689,,3496.0,3395,,796,10376,1379,504350
1.65275,1.7415,2372,,2872.0,2697,,642,8583,1327,492850
1.3113,1.40652,2045,,2160.0,2354,,486,7045,1318,500881
1.1652,1.26861,1857,,1802.0,2013,,407,6079,1288,479187
1.02035,1.07719,1572,,1345.0,1713,,323,4953,1208,459808
0.877607,0.993445,1466,,1107.0,1416,,235,4224,1147,425187
0.825107,0.911212,1356,,1066.0,1381,,208,4011,1098,440183
0.787315,0.972109,1439,,980.0,1274,,211,3904,1074,401601
0.805439,0.993258,1393,,926.0,1116,,211,3646,945,367075
0.886061,1.09132,1473,,1004.0,1083,,243,3803,869,348477
0.743743,0.888446,1159,,729.0,906,,139,2933,789,330127
0.706842,0.887691,1113,,720.0,886,,187,2906,764,327366
0.655943,0.883187,1115,,712.0,855,,160,2842,755,321789
0.633492,0.826756,937,,654.0,810,,133,2534,730,306499
0.571837,0.783201,913,,575.0,762,,155,2405,713,307073
0.558278,0.78061,881,,669.0,749,,132,2431,710,311423
0.597893,0.769073,826,,619.0,703,,171,2319,696,301532
0.577222,0.721298,779,,552.0,704,,131,2166,694,300292
0.596987,0.752527,788,,599.0,763,,139,2289,676,304175
0.564653,0.752721,679,,619.0,706,,216,2220,668,294930
0.585682,0.792766,789,,650.0,745,,184,2368,657,298701
0.503985,0.743896,730,,619.0,754,,134,2237,657,300714
0.468139,0.814166,794,,616.0,892,,127,2429,636,298342
0.576455,0.838401,774,,663.0,880,,144,2461,666,293535
0.681361,0.851124,859,,758.0,994,,177,2788,685,327567
0.794764,1.10976,1062,,958.0,1527,,188,3735,679,336560
0.868116,1.03114,983,,932.0,1306,,179,3400,716,329731
1.06828,1.02284,1535,,1476.0,2352,,324,5687,1435,555999
1.00756,1.03017,1861,,1485.0,2291,,322,5959,1500,578446
0.979399,1.01245,1869,,1467.0,2219,,341,5896,1525,582351
1.04943,1.08359,1976,,1668.0,2474,,367,6485,1527,598473
1.13218,1.16578,2119,,1869.0,2547,,452,6987,1545,599343
1.13156,1.1913,2276,,1981.0,2668,,372,7297,1555,612526
1.15469,1.28075,2512,,1889.0,2854,,412,7667,1555,598635
1.20448,1.27053,2600,,1893.0,2828,,412,7733,1563,608646
1.36081,1.59578,3024,,1741.0,2412,,457,7634,1523,478386
1.30322,1.4585,3114,,2212.0,2913,,469,8708,1551,597052
1.30204,1.49921,3252,,1974.0,3024,,439,8689,1543,579573
1.45109,1.62982,3137,,1640.0,2579,,456,7812,1416,479318
1.79927,2.15561,3897,,1947.0,2367,,495,8706,1484,403876
2.12134,2.02053,3814,,2163.0,2042,,584,8603,1490,425780
1.47138,1.54566,3245,,2606.0,2548,,557,8956,1539,579428
1.61555,1.64224,3142,,2329.0,3345,,473,9289,1512,565631
1.95333,1.96524,3602,,2821.0,4597,,436,11456,1566,582932
2.42907,2.34368,4039,,3215.0,6602,,468,14324,1554,611176
2.96686,2.86057,4606,,4240.0,8882,,540,18268,1580,638613
3.57354,3.3421,5064,,4636.0,11215,,752,21667,1569,648304
3.36653,3.20566,4848,,4685.0,9851,,638,20022,1543,624583
3.2962,3.10049,4694,,5007.0,10092,,657,20450,1544,659573
3.17227,2.95819,4420,,4272.0,9116,,633,18441,1534,623389
2.5804,2.46381,4046,,3601.0,7446,,618,15711,1524,637672
2.42922,2.19272,3657,,3002.0,6036,,582,13277,1494,605503
1.99028,1.87395,3237,,2661.0,5052,,450,11400,1470,608342
1.72423,1.64817,2829,,2158.0,4283,,399,9669,1440,586651
1.60355,1.49878,2577,,2085.0,3407,,391,8460,1422,564460
1.28418,1.29233,2371,,1727.0,2761,,363,7222,1415,558837
1.2932,1.27164,2353,,1743.0,2855,,397,7348,1445,577836
2.74012,2.98159,4821,,5093.0,8043,,670,18627,1405,624734
2.22391,2.43702,3920,,3875.0,6221,,562,14578,1422,598189
1.76657,2.2813,3236,,3018.0,5888,,412,12554,1372,550300
1.92171,3.81572,4188,,4136.0,12026,,424,20774,1331,544432
1.8611,4.21315,4496,,4950.0,12461,,487,22394,1314,531526
1.68423,3.17832,3865,,4213.0,8615,,412,17105,1305,538177
1.7393,2.50972,3072,,3276.0,5660,,384,12392,1296,493761
1.83001,2.06632,2623,,3084.0,4740,,333,10780,1280,521701
1.58128,1.71805,2299,,2476.0,3700,,326,8801,1279,512268
1.49172,1.55965,2145,,2023.0,2893,,361,7422,1237,475877
1.389,1.30856,1701,,1815.0,2481,,293,6290,1246,480680
1.34702,1.18695,1581,,1708.0,2437,,238,5964,1248,502466
1.16056,1.13796,1608,,1611.0,2285,,231,5735,1248,503971
1.2085,1.15005,1519,,1575.0,2199,,294,5587,1254,485804
1.15544,1.11262,1651,,1530.0,2082,,263,5526,1230,496666
1.14518,1.16142,1645,,1646.0,2321,,265,5877,1234,506019
1.4664,1.64107,2167,,2168.0,4210,,396,8941,1286,544827
2.38017,2.47166,2883,,2977.0,8253,,443,14556,1320,588916
3.44681,3.71969,3713,,3982.0,13114,,541,21350,1358,573972
4.05315,3.94975,4087,,4547.0,13407,,520,22561,1367,571201
4.26621,4.08756,4445,,5668.0,15326,,652,26091,1380,638302
4.21579,4.01897,4462,,5252.0,14152,,588,24454,1313,608464
4.8861,4.60362,4974,,6090.0,16291,,564,27919,1331,606458
6.06923,5.66087,9302,8554.0,,27406,2255.0,903,48420,2056,855346
7.09467,6.81522,11527,10271.0,,32585,2800.0,1013,58196,2134,853912
7.7151,7.61889,13187,12399.0,,39364,3048.0,1070,69068,2162,906536
7.55134,7.38836,13174,12166.0,,36860,3083.0,1128,66411,2167,898860
6.67118,6.33927,12161,10250.0,,30860,2672.0,1074,57017,2197,899425
5.20633,4.94349,10151,8174.0,,21112,2314.0,978,42729,2191,864348
4.04477,3.80996,8979,6163.0,,14652,1843.0,883,32520,2157,853552
3.49722,3.44106,7716,4378.0,,8237,1406.0,771,22508,2146,654101
2.69023,2.66773,7195,4259.0,,7988,1470.0,818,21730,2122,814550
2.47119,2.47183,6490,3588.0,,7218,1314.0,715,19325,2093,781811
2.44773,2.345,6275,3249.0,,5785,1113.0,659,17081,2014,728401
2.64594,2.71435,6078,2677.0,,4127,1049.0,644,14575,1934,536961
2.61567,2.67667,6598,3202.0,,3726,1284.0,803,15613,1937,583299
1.90712,1.98284,4998,3333.0,,3961,1244.0,763,14299,1996,721138
1.86738,1.82749,4877,2793.0,,4614,1182.0,622,14088,2016,770895
1.88072,1.92606,5399,2693.0,,5079,1008.0,578,14757,2053,766177
1.96908,1.92495,5333,2560.0,,5655,1046.0,528,15122,2026,785580
2.11387,2.08877,5816,2581.0,,6142,948.0,550,16037,1996,767773
2.09695,2.03434,5496,2644.0,,5577,1006.0,658,15381,1977,756068
1.90294,1.97649,5388,2649.0,,5536,994.0,498,15065,1954,762208
1.96951,1.99362,5040,2943.0,,6207,1218.0,679,16087,1990,806925
1.92331,1.85383,4281,2763.0,,5685,1085.0,672,14486,1953,781411
1.89659,1.8673,4612,2660.0,,5270,1112.0,700,14354,1946,768702
1.75181,1.69987,4063,2468.0,,4466,976.0,628,12601,1933,741293
1.52632,1.49741,3625,2097.0,,4108,827.0,534,11191,1917,747358
1.49572,1.45112,3408,1954.0,,3733,736.0,528,10359,1875,713863
1.22313,1.20715,3090,1718.0,,2933,644.0,428,8813,1850,730068
1.17754,1.17415,3117,1572.0,,3110,598.0,404,8801,1831,749563
1.09112,1.16207,2921,1461.0,,3044,522.0,414,8362,1765,719580
1.11958,1.17213,3081,1435.0,,2972,557.0,395,8440,1755,720054
1.08169,1.12168,2781,1385.0,,2901,482.0,365,7914,1710,705551
1.12497,1.14981,2851,1363.0,,2645,491.0,347,7697,1664,669414
1.06197,1.13328,2816,1364.0,,2553,498.0,372,7603,1624,670887
1.08909,1.08171,2636,1235.0,,2188,445.0,349,6853,1497,633532
1.1776,1.19959,2413,1212.0,,2172,463.0,335,6595,1421,549773
0.97493,0.952808,2147,1081.0,,1831,374.0,322,5755,1435,604004
0.987132,0.916032,1975,978.0,,1784,339.0,240,5316,1405,580329
0.995991,0.926582,2027,882.0,,1779,397.0,249,5334,1384,575664
0.904726,0.86962,1754,862.0,,1541,323.0,238,4718,1347,542536
0.941927,0.903133,1753,816.0,,1566,334.0,222,4691,1353,519414
0.880415,0.773776,1458,819.0,,1450,298.0,209,4234,1284,547187
0.842615,0.742774,1323,759.0,,1335,335.0,198,3950,1265,531790
0.858382,0.730934,1290,805.0,,1279,302.0,174,3850,1250,526723
0.83383,0.786882,1381,839.0,,1357,291.0,209,4077,1241,518121
0.847437,0.763051,1378,809.0,,1307,300.0,214,4008,1212,525260
0.888273,0.841043,1485,883.0,,1592,360.0,198,4518,1225,537190
0.765372,0.791573,1520,811.0,,1592,295.0,202,4420,1235,558382
0.91858,0.912732,1564,1019.0,,1866,354.0,204,5007,1170,548573
1.01432,1.03398,1850,1076.0,,1959,374.0,234,5493,1198,531250
1.01233,0.934009,1720,1061.0,,2118,358.0,253,5510,1210,589930
1.11803,1.08189,2134,1291.0,,2510,480.0,326,6741,1206,623077
1.11806,1.06563,1995,1269.0,,2383,446.0,294,6387,1254,599366
1.10939,1.13505,2627,1677.0,,3142,627.0,400,8473,1838,746485
1.24341,1.25256,2953,1779.0,,3522,649.0,444,9347,1875,746230
1.25726,1.2457,3044,1898.0,,3641,690.0,411,9684,1907,777397
1.25734,1.26774,3226,1754.0,,3822,682.0,420,9904,1929,781234
1.43414,1.43723,3451,1981.0,,4397,736.0,455,11020,1947,766753
1.51838,1.53341,3927,1956.0,,4679,734.0,511,11807,1940,769982
1.61617,1.69445,4416,2327.0,,5322,774.0,497,13336,1921,787038
1.84378,1.9915,4598,2043.0,,4145,743.0,550,12079,1938,606527
1.72535,1.81305,5045,2440.0,,4978,915.0,619,13997,1964,772016
1.87923,2.01426,5060,2511.0,,5867,893.0,627,14958,1936,742606
2.3371,2.55659,6300,2847.0,,7194,1031.0,650,18022,1916,704923
3.03533,3.38185,7295,3433.0,,7071,1262.0,838,19899,1840,588406
3.136,3.43172,7478,4455.0,,5764,1581.0,1068,20346,1887,592880
2.53336,2.69151,6584,4455.0,,6342,1586.0,1059,20026,1923,744043
2.91288,2.91063,6238,4220.0,,7773,1537.0,953,20721,1921,711908
3.44497,3.49232,7247,5095.0,,11243,1734.0,938,26257,1964,751850
4.16185,4.0037,8007,5952.0,,15291,1794.0,931,31975,1947,798637
4.55159,4.43534,8195,6536.0,,16366,1990.0,1197,34284,1970,772974
4.46504,4.24215,8036,6812.0,,16516,1996.0,1096,34456,1961,812230
4.55124,4.39719,8172,7257.0,,17493,2352.0,1293,36567,1910,831600
4.0822,3.90256,7839,6425.0,,13718,2028.0,1267,31277,1908,801449
3.38812,3.15073,6376,4869.0,,10496,1740.0,1146,24627,1860,781629
2.99142,2.72422,5691,3939.0,,8427,1421.0,899,20377,1829,747993
2.61542,2.33336,5363,3265.0,,6702,1175.0,804,17309,1823,741807
2.09065,1.925,4400,2551.0,,5489,978.0,613,14031,1790,728883
1.86146,1.75243,4189,2244.0,,5025,877.0,622,12957,1770,739375
1.61377,1.57704,3701,1985.0,,4557,747.0,508,11498,1723,729089
1.42199,1.35766,3164,1574.0,,3562,641.0,450,9391,1681,691707
1.3382,1.31223,3139,1505.0,,3064,559.0,428,8695,1651,662612
1.19995,1.14937,2895,1324.0,,2673,555.0,383,7830,1612,681240
1.14889,1.11451,2532,1305.0,,2553,524.0,393,7307,1585,655627
1.12194,1.10984,2551,1254.0,,2595,485.0,351,7236,1556,651983
1.06712,1.0524,2353,1131.0,,2280,461.0,305,6530,1516,620485
1.05058,1.03536,2213,1045.0,,2110,405.0,299,6072,1381,586460
1.15203,1.11777,2249,1013.0,,1980,397.0,307,5946,1357,531954
0.970975,0.982949,2040,1037.0,,1760,432.0,278,5547,1296,564322
0.894683,0.925194,1812,911.0,,1599,405.0,262,4989,1279,539238
0.843568,0.835531,1604,870.0,,1422,308.0,244,4448,1251,532356
0.815409,0.832393,1472,750.0,,1462,324.0,210,4218,1225,506732
0.823052,0.855591,1423,823.0,,1269,270.0,224,4009,1211,468565
0.674635,0.706949,1255,756.0,,1206,316.0,188,3721,1220,526346
